# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.93,4.91,-0.012987129568244491,0,3.0,-0.021334358187878544,0.0,0.0,0.0
 0.1204274120282507,2.951754141792886,4.909995069028376,-0.012987129568244491,0.3612822360847521,2.9999999999999996,-0.021334358187878544,0.0,-0.5342511334143177,0.0
 0.17004777553144299,2.9733743632489333,4.909980165119033,-0.039496865010255414,0.5101433265943289,3.0000000000000004,-0.022092470304682088,0.0,-0.719924333739466,0.0
 0.20794421274577374,2.994861173131565,4.909955121780269,-0.06677943232288198,0.6238326382373212,2.999999999999999,-0.02286969721269598,0.0,-0.8826699325104099,0.0
 0.23974309827103438,3.0162150802042036,4.909919772520378,-0.09484735246337005,0.719229294813103,2.999999999999999,-0.023666504596031045,0.0,-1.0352033689035873,0.0
 0.2676274677584212,3.037436593230272,4.909873950847656,-0.1237133456964653,0.8028824032752636,3.000000000000001,-0.02448336889919456,0.0,-1.182761187892966,0.0
 0.2927187450646365,3.0585262209731936,4.9098174902704,-0.15339033464891633,0.8781562351939095,3.0,-0.025320778411912492,0.0,-1.328131139850892,0.0
 0.31568418262250925,3.0794844721963917,4.909750224296904,-0.18389144740982832,0.9470525478675277,3.0,-0.026179233468516274,0.0,-1.4730200602546109,0.0
 0.3369592311178711,3.1003118556632887,4.909671986435468,-0.21523002062638605,1.0108776933536132,2.9999999999999947,-0.027059246081322746,0.0,-1.6185746392827838,0.0
 0.3568468416597008,3.1210088801373073,4.909582610194383,-0.24741960268532454,1.0705405249791022,2.9999999999999973,-0.02796134075853498,0.0,-1.7656198737582525,0.0
 0.3755679461611887,3.1415760543818707,4.909481929081948,-0.28047395685185667,1.126703838483566,3.0,-0.02888605483254601,0.0,-1.9147822584912588,0.0
 0.3932895996334917,3.1620138871604024,4.909369776606458,-0.3144070645117524,1.179868798900475,3.0000000000000093,-0.029833938565857077,0.0,-2.066559158843835,0.0
 0.410141797524153,3.182322887236325,4.909245986276209,-0.3492331284093472,1.2304253925724589,3.0,-0.03080555505542423,0.0,-2.221360513798976,0.0
 0.4262280866537886,3.202503563373061,4.909110391599495,-0.38496657589547345,1.2786842599613657,3.0,-0.031801481239882724,0.0,-2.3795352310194464,0.0
 0.44163255970465015,3.2225564243340346,4.908962826084616,-0.42162206223528814,1.3248976791139504,3.0,-0.032822307901713525,0.0,-2.5413886023575234,0.0
 0.45642463505857045,3.2424819788826675,4.908803123239864,-0.45921447394495485,1.3692739051757115,3.000000000000011,-0.03386864000704989,0.0,-2.707194197801541,0.0
 0.47066242346552994,3.262280735782383,4.908631116573536,-0.49775893210980166,1.4119872703965899,2.999999999999996,-0.03494109632144294,0.0,-2.8772022373344384,0.0
 0.48439516117034187,3.281953203796604,4.90844663959393,-0.5372707957588135,1.4531854835110258,3.000000000000012,-0.036040311322829414,0.0,-3.0516456332124666,0.0
 0.4976650078031593,3.3014998916887546,4.90824952580934,-0.57776566528925,1.4929950234094782,3.000000000000004,-0.037166933674186185,0.0,-3.2307444409136434,0.0
 0.5105084008033048,3.320921308222256,4.908039608728061,-0.6192593858269394,1.5315252024099149,3.0000000000000044,-0.03832162801805916,0.0,-3.41470922062822,0.0
 0.5229570932456289,3.3402179621605326,4.907816721858391,-0.6617680506945082,1.5688712797368871,3.000000000000009,-0.0395050742067748,0.0,-3.6037436044958526,0.0
 0.5350389611389177,3.3593903622670065,4.907580698708625,-0.7053080048453114,1.6051168834167535,3.0,-0.04071796855964372,0.0,-3.798046299744365,0.0
 0.5467786398985935,3.3784390173051007,4.907331372787057,-0.7498958483186858,1.6403359196957812,3.0000000000000093,-0.041961023420394525,0.0,-3.9978126732187977,0.0
 0.5581980322335577,3.3973644360382385,4.907068577601987,-0.7955484397158631,1.6745940967006736,3.0,-0.04323496800883439,0.0,-4.203236023563059,0.0
 0.5693167178668479,3.416167127229843,4.906792146661708,-0.8422828997043815,1.7079501536005441,2.9999999999999902,-0.04454054839127488,0.0,-4.414508608581003,0.0
 0.58015228735032,3.4348475996433363,4.906501913474515,-0.8901166144680467,1.7404568620509606,3.0000000000000204,-0.0458785283189996,0.0,-4.631822500949605,0.0
 0.590720616500447,3.4534063620421427,4.906197711548708,-0.9390672392230468,1.7721618495013418,3.0,-0.0472496886483492,0.0,-4.855370297566061,0.0
 0.6010360938887575,3.4718439231896845,4.905879374392579,-0.9891527017394635,1.8031082816662731,3.0000000000000107,-0.048654828930292035,0.0,-5.0853457101025885,0.0
 0.6111118108543708,3.4901607918493838,4.905546735514425,-1.0403912057867533,1.8333354325631133,3.0,-0.050094766656258775,0.0,-5.321944082264732,0.0
 0.6209597213279023,3.5083574767846653,4.905199628422542,-1.0928012346540372,1.8628791639837077,2.999999999999989,-0.051570338101578704,0.0,-5.565362826870177,0.0
 0.6305907771365543,3.5264344867589505,4.904837886625226,-1.146401554635021,1.8917723314096637,3.0000000000000115,-0.05308239887601654,0.0,-5.815801806435333,0.0
 0.6400150432423959,3.544392330535663,4.904461343630774,-1.2012112184777017,1.9200451297271885,3.000000000000012,-0.054631823757986836,0.0,-6.073463675002585,0.0
 0.6492417964402915,3.5622315168782266,4.90406983294748,-1.2572495688633343,1.9477253893208752,3.0,-0.05621950726110941,0.0,-6.3385541717665985,0.0
